source,anchor,operative_outcome,recommended_destination,required_superior_delegation,duplicated_safeguards_cross_reference_risks,preservation_scenarios,destination_code
draft/subrules/A_decision_rules_draft.md,제11조(TF 설치 공고) ③,회장·회계 대리인의 권한은 해당 TF와 지정 기간에 한정한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제12조(TF 의결과 보고) ①,TF는 필수 참여자와 위임 범위를 확인한 뒤 의결한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제12조(TF 의결과 보고) ②,지출에는 승인 금액과 회계 측 찬성을 기록한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제12조(TF 의결과 보고) ③,위임 범위 밖의 안건은 임원회의에 넘긴다. TF가 종료되면 결정·지출·성과와 미결 사항을 보고한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제13조(결과와 이의) ①,결과에는 최종안·표결 수·기준·시행일·담당자를 적는다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제13조(결과와 이의) ②,계산·자격·중복·절차 오류에는 공고 후 7일 안에 이의를 제기할 수 있다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제13조(결과와 이의) ③,결과를 공고한 회의체는 단순 오류를 정정한다. 결과에 영향을 미칠 수 있는 하자가 있으면 재표결 여부를 정한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제13조(결과와 이의) ④,회장 선거에 관한 이의는 제9조에 따른다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","election eligibility, secrecy, verification, deadlock and challenge",GOV
draft/subrules/A_decision_rules_draft.md,제14조(보존) ①,"총회·선거·예산·결산과 계속 효력이 있는 결정은 영구 보존하고, 임원회의·TF의 최종 결정 기록은 5년간 보존한다. 영구 보존 기록에는 최종 의결문·비식별 집계와 필요한 최소 권한 이력만 남긴다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.","election eligibility, secrecy, verification, deadlock and challenge; record retention and deletion",GOV
draft/subrules/A_decision_rules_draft.md,제14조(보존) ②,원문 대화·초안·중복자료와 투표 인증정보는 이의·분쟁 및 보존 필요가 끝나면 삭제할 수 있다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.",record retention and deletion,GOV
draft/subrules/A_decision_rules_draft.md,제14조(보존) ③,"신고·심사·징계 기록은 사건 종료 시 보존 근거·접근 권한·재검토일·폐기일을 정하고, 권리 구제 기간이 지나면 유효한 결정과 최소 이력만 남긴다.","GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",discipline due process and proportional sanctions; safe intake and external-reporting option; independent reconsideration; record retention and deletion,DISC
draft/subrules/A_decision_rules_draft.md,제15조(개정),이 세칙은 「SCSC 회칙」 제42조에 따라 개정한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제1조(시행일),이 세칙은 2026년 8월 15일부터 시행한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/B_funding_rules_draft.md,제1조(목적),"이 세칙은 「SCSC 회칙」 제16조와 제30조부터 제36조까지에 따라 예산 집행, 지원·정산 및 재정 기록에 관한 사항을 정한다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제2조(원칙) ①,본회는 승인된 예산의 범위에서 실제 적격 비용만 지원한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제2조(원칙) ②,"중복 청구, 외부 지원·환불 사실을 알리지 않는 행위 및 신청을 나누어 한도를 회피하는 행위를 금지한다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Conflict/independence safeguard must remain attached to the decision it constrains.",mistaken payment/pre-meeting withdrawal refund,FIN
draft/subrules/B_funding_rules_draft.md,제2조(원칙) ③,이해관계자는 심사·승인에서 회피한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback,FIN
draft/subrules/B_funding_rules_draft.md,제3조(정의와 기준금액) ①,“지원금”이란 회원이나 활동을 위한 지급 또는 대납을 말한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제3조(정의와 기준금액) ②,“사전 승인”이란 지출 전에 목적과 최대 금액을 승인하는 것을 말한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제3조(정의와 기준금액) ③,“정산”이란 실제 지출·증빙·잔액을 확인하는 것을 말한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제3조(정의와 기준금액) ④,"하나의 목적·행사·계약에 드는 비용은 합산하며, 회계의 단독 승인 한도는 건별 300,000원이다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",contract authority and total-obligation review,FIN
draft/subrules/B_funding_rules_draft.md,제4조(지원 제외) ①,"법령·규정·약관을 위반하여 발생한 비용, 불법 물품, 담배, 벌금·과태료와 개인의 고의·중과실로 발생한 비용은 지원하지 않는다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제4조(지원 제외) ②,제11조에 따른 증빙 또는 대체증빙으로 지출 사실과 금액을 확인할 수 없는 비용은 지원하지 않는다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제4조(지원 제외) ③,"총회가 승인하지 않으면 본회 목적과 무관한 개인 소비, 허용되지 않은 식비와 공동의 필요가 없는 개인 귀속 자산·계정을 지원하지 않는다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제4조(지원 제외) ④,거부 결정에는 구체적 근거를 적는다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제5조(예산 편성) ①,"예산은 SIG·PIG 활동, 회식, 기초 SIG장 장려금, 대회, 행사·운영비와 예비비로 구분한다. 각 항목의 총액과 계속 결제 예상액을 공개한다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제5조(예산 편성) ②,잔액은 필요성·형평성 및 누적 지원을 고려하여 배분할 수 있다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제5조(예산 편성) ③,목적·기한·자부담·반환 조건이 있는 외부 재원은 제한 재원으로 분리한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",restricted funds,FIN
draft/subrules/B_funding_rules_draft.md,제5조(예산 편성) ④,가예산은 목적·금액·담당자를 기록하여 일반 예산과 구분한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",no-budget continuity within cap,FIN
draft/subrules/B_funding_rules_draft.md,제6조(신청) ①,"신청자는 공식 수단으로 신청자와 활동, 목적, 품목·금액·가격 근거, 일정 및 지급 방법을 제출한다. 다른 지원, 관련 자산·계정 및 제한 재원의 조건도 함께 제출한다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",restricted funds,FIN
draft/subrules/B_funding_rules_draft.md,제6조(신청) ②,원칙적으로 지출 전에 신청한다. 긴급한 사후 추인은 「SCSC 회칙」 제31조제2항에 따른다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","emergency action, notice, ratification and unwind",FIN
draft/subrules/B_funding_rules_draft.md,제7조(처리기한),회계는 신청 후 3일 안에 접수·보완·부적격 여부를 알린다. 회계는 보완이 필요 없는 신청에 대하여 원칙적으로 7일 안에 승인·조건부 승인·보류·거부 결정을 한다. 보완 기간은 처리 기간에서 제외한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제8조(승인 권한) ①,"회계는 승인된 예산의 범위 안에 있고 이 세칙의 요건을 충족하는 신청을 승인할 수 있다. 이 경우 계약·채무가 없어야 하고, 개인정보 처리는 공개된 처리방침의 기존 범위 안에 있어야 하며, 건별 금액이 제3조의 한도 이하여야 한다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.",contract authority and total-obligation review,FIN
draft/subrules/B_funding_rules_draft.md,제8조(승인 권한) ②,"한도 초과, 예비비·전용, PIG 프로젝트 예산, 계속 결제·계약·후원·이해관계자 거래, 처리방침에 없는 새로운 수집·제3자 제공·위탁·국외 이전을 수반하는 신청과 회계가 보류한 신청은 임원회의가 승인한다. 새로운 개인정보 처리가 필요하면 처리방침을 먼저 정비한다. 예산 증액·예산 밖 지출은 총회가 정한다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback; contract authority and total-obligation review,FIN
draft/subrules/B_funding_rules_draft.md,제8조(승인 권한) ③,회계가 수혜자이면 회계와 그 밖의 이해관계자를 제외한 임원회의가 승인하고 이해관계 없는 대체 심사자를 지정한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback,FIN
draft/subrules/B_funding_rules_draft.md,제8조(승인 권한) ④,계약·후원 승인에는 상대방·목적·전체 부담·재원·갱신·종료·책임·개인정보·비밀유지·지식재산 조건과 집행자를 기록한다. 회원 권리·선거·징계의 독립성을 해치거나 사익·위법한 정보 제공·허위 표명을 요구하는 조건은 수용할 수 없다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality. Conflict/independence safeguard must remain attached to the decision it constrains.","election eligibility, secrecy, verification, deadlock and challenge; discipline due process and proportional sanctions; contract authority and total-obligation review",FIN
draft/subrules/B_funding_rules_draft.md,제9조(결정과 이의),"조건부 승인·보류·거부에는 이유와 보완·이의 방법을 적는다. 신청자는 7일 안에 사실 오류·기준 불일치·절차 위반을 이유로 이의를 신청할 수 있고, 이해관계자를 제외한 임원회의가 한 차례 재심한다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback,FIN
draft/subrules/B_funding_rules_draft.md,제10조(수납·구매·지급) ①,본회가 판매자에게 직접 지급하되 개인 선결제가 불가피하면 승인액과 실제 적격 비용 중 적은 금액을 환급한다. 승인된 목적·품목·최대 금액을 변경하려면 미리 변경 승인을 받아야 한다. 지급은 추적 가능한 방법으로 하며 신청자는 자신의 신청을 승인하거나 자신에게 직접 지급할 수 없다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제10조(수납·구매·지급) ②,"회계가 지급안을 작성하면 회장 또는 이해관계 없는 임원이 근거·수취인·금액을 확인한다. 한도 초과, 이해관계자 거래 또는 회장·회계·세무단체 대표자가 수혜자인 지급은 임원회의 의결 후 이해관계 없는 임원 두 명이 확인한다. 한 사람만 이체할 수 있으면 확인자는 3일 안에 거래 내역을 대조한다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback; tax classification/filing continuity,FIN
draft/subrules/B_funding_rules_draft.md,제10조(수납·구매·지급) ③,이해관계 없는 임원은 매월 계좌와 장부를 대조한다. 모든 수입은 공식 계좌·결제 수단으로 받고 총수입과 지출을 따로 기록한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback,FIN
draft/subrules/B_funding_rules_draft.md,제10조(수납·구매·지급) ④,"불가피하게 현금이나 개인 명의 수단으로 임시 수납하려면 회계와 이해관계 없는 임원이 목적·최대 금액·7일 이내의 기간을 사전 승인해야 한다. 회계가 수납자이거나 직무를 수행할 수 없으면 이해관계 없는 임원 두 명이 승인하고, 연장은 임원회의가 정한다. 두 사람이 금액을 확인하여 영수증을 발급하고 3영업일 안에 공식 계좌로 이전한다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation. Conflict/independence safeguard must remain attached to the decision it constrains.",incapacity fallback; conflicted decision-maker fallback; person-named account recovery/transfer,FIN
draft/subrules/B_funding_rules_draft.md,제10조(수납·구매·지급) ⑤,선급금·가지급금은 직접 지급·사후 환급이 어려울 때 수령인·목적·한도·사용 기한을 정하여 승인한다. 정산 기한은 사용 기한이 끝난 날부터 14일 이내로 정한다. 수령인은 정산 기한까지 증빙과 미사용액을 제출하고 미정산 상태에서는 새 선급금을 받을 수 없다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제10조(수납·구매·지급) ⑥,제3조의 한도 초과 지출은 둘 이상의 가격 근거를 비교한다. 대안이 없거나 긴급하면 비교할 수 없는 사유와 가격의 합리성을 기록한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","emergency action, notice, ratification and unwind",FIN
draft/subrules/B_funding_rules_draft.md,제11조(정산과 증빙) ①,신청자는 지출 후 14일 안에 판매자·일자·품목·금액을 확인할 자료를 제출한다. 지급·활동·수령 사실과 환불·잔액·귀속을 확인할 자료도 제출한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.",mistaken payment/pre-meeting withdrawal refund,FIN
draft/subrules/B_funding_rules_draft.md,제11조(정산과 증빙) ②,영수증이 없으면 분실 사유와 대체 증빙을 제출한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제11조(정산과 증빙) ③,미사용·환불·중복 금액은 즉시 반환한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",mistaken payment/pre-meeting withdrawal refund,FIN
draft/subrules/B_funding_rules_draft.md,제12조(개인정보) ①,"증빙은 최소한만 수집하고 주민등록번호·전체 카드번호·불필요한 제3자 정보는 가린다. 사진을 촬영하거나 공개할 때에는 그 목적을 알리고, 동의하지 않은 사람은 불이익 없이 제외하거나 가린다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제12조(개인정보) ②,원본은 회계·점검·분쟁 처리 담당자만 열람하고 공개본은 개인정보를 제거한다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
draft/subrules/B_funding_rules_draft.md,제12조(개인정보) ③,"회원의 열람 청구에는 개인정보를 가린 사본·발췌 또는 이해관계 없는 점검자의 확인 결과를 제공하고, 거절하거나 일부만 공개할 때에는 사유·재검토일·이의 방법을 알린다.","GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback; independent reconsideration,FIN
draft/subrules/B_funding_rules_draft.md,제13조(공개와 보존) ①,재정 보고에는 사업·수혜 유형·승인·지급액·근거·정산 상태를 적고 개인 계좌 정보는 공개하지 않는다.,"GA subrule F — finance, funding, assets and contracts","Bylaws must reserve budget/settlement, debt bans, major asset disposition and contract authority, while delegating controls, support eligibility, amounts and evidence rules to a GA-enacted finance subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",FIN
